topic_id,n_word_pairs,coherence_npmi
0,35,0.09188399756812747
1,40,0.16281940643522422
2,40,0.12234809518262904
3,41,0.23115503026059522
4,27,0.20473159348398162
5,43,0.07642341187152316
6,39,0.15378489489660363
7,40,0.12135735638074722
8,39,0.22468102170686985
9,33,0.20074634297940513
