model,accuracy,precision,recall,f1,tfidf_max_features,tfidf_ngram_range,tfidf_min_df,tfidf_max_df,rf_n_estimators,rf_max_depth,rf_min_samples_split,rf_min_samples_leaf
pipeline_2026-04-02 09:04.joblib,0.92,0.92,0.92,0.92,10000,"(1, 3)",3,0.8,200,,2,1
